; from aparatus.sagnac3 import keith, hf2li, 
; parameters = {}

; parameters = {
;    "repeat": np.arange(3),
;    "keith.source_current": np.linspace(0,0.01,30),
    "repeat": [10], # its not allowed o 
;    "time.sleep" : [0.1]
; }

repeat, time.time, keith.source_current, keith.voltage, hf2li.demod(3)/4hlksjkdflkdjsf
0,1734233986.0680835,0.0,8.289528e-05
0,1734233986.2495346,0.000345,0.0009203326
0,1734233986.4290788,0.0006895,0.001749601
0,1734233986.6235578,0.0010345,0.002586334
0,1734233986.8074076,0.0013795,0.003423577
0,1734233986.9896202,0.001724,0.004253556
0,1734233987.1790464,0.002069,0.005090688
0,1734233987.3634167,0.002414,0.005924704
0,1734233987.550996,0.0027585,0.006758614
0,1734233987.732168,0.0031035,0.007592923
0,1734233987.913042,0.0034485,0.008427035
0,1734233988.102955,0.003793,0.009260859
0,1734233988.289126,0.004138,0.0100976
0,1734233988.4689658,0.004483,0.01093211
0,1734233988.650564,0.0048275,0.0117651
0,1734233988.8312087,0.0051725,0.01259811
0,1734233989.0152755,0.005517,0.01343171
0,1734233989.1987996,0.005862,0.01426805
0,1734233989.3809867,0.006207,0.01510459
0,1734233989.5669837,0.0065515,0.01593569
0,1734233989.7481542,0.0068965,0.01676866
0,1734233989.932578,0.0072415,0.01760519
0,1734233990.1143854,0.007586,0.01843861
0,1734233990.298457,0.007931,0.01927434
0,1734233990.4876332,0.008276,0.02010753
0,1734233990.672991,0.0086205,0.02094136
0,1734233990.85586,0.0089655,0.02177587
0,1734233991.0491638,0.0093105,0.02260924
0,1734233991.2296617,0.009655,0.02344329
0,1734233991.4091268,0.01,0.02427638
1,1734233991.5933607,0.0,8.440846e-05
1,1734233991.7702894,0.000345,0.0009208363
1,1734233991.9549708,0.0006895,0.001750813
1,1734233992.1350448,0.0010345,0.002586236
1,1734233992.3171062,0.0013795,0.003422871
1,1734233992.4979863,0.001724,0.004255775
1,1734233992.6787698,0.002069,0.005089886
1,1734233992.8579483,0.002414,0.005925206
1,1734233993.0419571,0.0027585,0.006758711
1,1734233993.229411,0.0031035,0.007594739
1,1734233993.4161816,0.0034485,0.008428758
1,1734233993.6014125,0.003793,0.009263365
1,1734233993.786857,0.004138,0.01009526
1,1734233993.9699574,0.004483,0.01092856
1,1734233994.158275,0.0048275,0.01176471
1,1734233994.3380733,0.0051725,0.01259902
1,1734233994.5187376,0.005517,0.01343252
1,1734233994.7004817,0.005862,0.01426866
1,1734233994.8884127,0.006207,0.01510235
1,1734233995.0792534,0.0065515,0.01593619
1,1734233995.2707136,0.0068965,0.01677008
1,1734233995.453856,0.0072415,0.01760589
1,1734233995.640422,0.007586,0.0184386
1,1734233995.8229349,0.007931,0.01927252
1,1734233996.0058126,0.008276,0.02010664
1,1734233996.1958091,0.0086205,0.02094064
1,1734233996.3780403,0.0089655,0.02177618
1,1734233996.558748,0.0093105,0.02261038
1,1734233996.7510905,0.009655,0.02344197
1,1734233996.9319892,0.01,0.02427688
2,1734233997.114497,0.0,8.450944e-05
2,1734233997.2909324,0.000345,0.0009207352
2,1734233997.4715953,0.0006895,0.001749703
2,1734233997.6547618,0.0010345,0.002585731
2,1734233997.8389616,0.0013795,0.00342297
2,1734233998.0292423,0.001724,0.004255771
2,1734233998.2152667,0.002069,0.005091001
2,1734233998.3994162,0.002414,0.005926016
2,1734233998.5828402,0.0027585,0.006758608
2,1734233998.769989,0.0031035,0.007592012
2,1734233998.9508817,0.0034485,0.008427944
2,1734233999.1319172,0.003793,0.009260341
2,1734233999.3309839,0.004138,0.01009526
2,1734233999.5151944,0.004483,0.01093301
2,1734233999.7027903,0.0048275,0.01176419
2,1734233999.8868303,0.0051725,0.01259942
2,1734234000.0711484,0.005517,0.01343222
2,1734234000.2579098,0.005862,0.01426673
2,1734234000.439439,0.006207,0.01510256
2,1734234000.6218722,0.0065515,0.01593516
2,1734234000.8042083,0.0068965,0.01677047
2,1734234000.9831808,0.0072415,0.01760459
2,1734234001.1641788,0.007586,0.01843971
2,1734234001.3517442,0.007931,0.01927443
2,1734234001.5359206,0.008276,0.02010713
2,1734234001.7184865,0.0086205,0.02094053
2,1734234001.9033139,0.0089655,0.02177413
2,1734234002.089135,0.0093105,0.02261015
2,1734234002.2718842,0.009655,0.02344317
2,1734234002.460693,0.01,0.02427678
